siren,year,company,totalassets,marketable_sec,cash,totaldebt,inventory,creditors,tradedebts,taxes,otherdebts,netincome,netsales
393695101,2014,L'EPI D'OR,356.0,0.0,41.0,300.0,7.0,67.0,7.0,103.0,0.0,19.0,513.0
393704770,2014,GAP GIRONDE AUTO PIECES,1156.0,211.0,340.0,403.0,266.0,271.0,263.0,122.0,4.0,-27.0,2389.0
393704770,2015,GAP GIRONDE AUTO PIECES,1195.0,206.0,394.0,413.0,300.0,283.0,275.0,127.0,3.0,147.0,2500.0
393704770,2016,GAP GIRONDE AUTO PIECES,1318.0,207.0,381.0,425.0,297.0,298.0,422.0,124.0,3.0,124.0,2627.0
393704770,2017,GAP GIRONDE AUTO PIECES,1334.0,172.0,464.0,412.0,284.0,258.0,273.0,132.0,8.0,42.0,2509.0
393708532,2014,SARL SOUSA ASCA,233.0,0.0,130.0,45.0,7.0,27.0,1.0,14.0,0.0,5.0,223.0
393708532,2015,SARL SOUSA ASCA,259.0,0.0,159.0,58.0,10.0,27.0,8.0,24.0,0.0,13.0,244.0
393708532,2016,SARL SOUSA ASCA,259.0,0.0,165.0,43.0,14.0,25.0,3.0,15.0,0.0,15.0,233.0
393708532,2017,SARL SOUSA ASCA,269.0,0.0,159.0,45.0,6.0,19.0,3.0,13.0,0.0,17.0,235.0
393710355,2015,ASSOCIATION DEPANNAGE,64.0,0.0,59.0,89.0,4.0,9.0,0.0,35.0,45.0,16.0,411.0
393716873,2014,SAFIP,7106.0,5984.0,180.0,1324.0,0.0,4.0,20.0,94.0,0.0,186.0,212.0
393716873,2015,SAFIP,7316.0,6016.0,322.0,1269.0,0.0,7.0,53.0,121.0,21.0,264.0,250.0
393716873,2016,SAFIP,6271.0,4518.0,804.0,974.0,0.0,8.0,25.0,128.0,838.0,272.0,261.0
393716873,2017,SAFIP,5952.0,4920.0,80.0,896.0,0.0,10.0,27.0,58.0,828.0,258.0,262.0
393733324,2014,CONSEIL DEPART ASSO FAMIL LAIQU GIRONDE,147.0,0.0,49.0,172.0,1.0,9.0,36.0,47.0,5.0,-27.0,32.0
393737614,2014,TOUCAN VIGNES DU MONDE,42.0,0.0,1.0,32.0,26.0,25.0,14.0,7.0,0.0,5.0,106.0
393758024,2014,MALLET DIFFUSION LOISIRS,38.0,0.0,18.0,27.0,5.0,8.0,6.0,7.0,1.0,2.0,115.0
393758024,2015,MALLET DIFFUSION LOISIRS,41.0,0.0,17.0,30.0,5.0,9.0,5.0,9.0,1.0,0.0,112.0
393763115,2014,SEL DE CHIRURGIENS DENTISTES M GOUVERNEUR,1114.0,0.0,43.0,361.0,197.0,0.0,60.0,66.0,17.0,178.0,1137.0
393763115,2015,SEL DE CHIRURGIENS DENTISTES M GOUVERNEUR,1123.0,0.0,61.0,335.0,215.0,0.0,73.0,70.0,20.0,132.0,1111.0
393763115,2017,SEL DE CHIRURGIENS DENTISTES M GOUVERNEUR,998.0,0.0,40.0,320.0,246.0,0.0,76.0,55.0,20.0,150.0,1208.0
393766613,2014,SOC DE MATERIEL VITICOLE,1596.0,0.0,246.0,370.0,747.0,172.0,422.0,171.0,4.0,-61.0,2225.0
393779301,2014,SA MARLHIAC,780.0,0.0,298.0,219.0,27.0,87.0,292.0,91.0,0.0,17.0,927.0
393779301,2015,SA MARLHIAC,629.0,0.0,143.0,143.0,25.0,21.0,87.0,104.0,5.0,-76.0,717.0
393779301,2016,SA MARLHIAC,546.0,0.0,89.0,220.0,45.0,94.0,152.0,98.0,4.0,62.0,801.0
393779301,2017,SA MARLHIAC,644.0,0.0,142.0,290.0,23.0,136.0,179.0,116.0,4.0,108.0,1223.0
393792205,2014,ENTREPRISE ESTRADE,4196.0,1002.0,1834.0,1414.0,9.0,598.0,1158.0,316.0,49.0,469.0,4158.0
393792205,2015,ENTREPRISE ESTRADE,4360.0,1002.0,2127.0,966.0,8.0,416.0,1082.0,335.0,32.0,556.0,4914.0
393801808,2014,ECOLE CONDUITE ROUTIERE,527.0,50.0,184.0,134.0,0.0,20.0,13.0,85.0,0.0,76.0,712.0
393820576,2014,YACHTING MEDOC,806.0,100.0,15.0,501.0,461.0,267.0,62.0,90.0,26.0,29.0,2272.0
393820576,2015,YACHTING MEDOC,869.0,50.0,151.0,546.0,445.0,310.0,35.0,104.0,21.0,28.0,2158.0
393820576,2016,YACHTING MEDOC,869.0,0.0,119.0,519.0,437.0,312.0,97.0,107.0,48.0,27.0,2207.0
393820576,2017,YACHTING MEDOC,856.0,0.0,167.0,445.0,339.0,213.0,104.0,120.0,39.0,41.0,2268.0
393820576,2018,YACHTING MEDOC,905.0,0.0,194.0,505.0,392.0,189.0,131.0,69.0,12.0,61.0,2029.0
393833272,2014,T.D.M.,2999.0,135.0,114.0,1402.0,166.0,831.0,1530.0,568.0,0.0,131.0,2974.0
393833272,2016,T.D.M.,2922.0,45.0,396.0,1302.0,358.0,308.0,292.0,190.0,166.0,124.0,1666.0
393848080,2014,PHARMACIE DE CERONS,965.0,0.0,69.0,859.0,211.0,138.0,45.0,84.0,6.0,98.0,2069.0
393848080,2015,PHARMACIE DE CERONS,923.0,0.0,81.0,813.0,204.0,134.0,51.0,89.0,28.0,102.0,2079.0
393876255,2014,SARL D EXPLOITATION LAVAUD PIQUETS,1368.0,1.0,136.0,924.0,259.0,499.0,762.0,111.0,2.0,69.0,1925.0
393876255,2015,SARL D EXPLOITATION LAVAUD PIQUETS,1414.0,13.0,50.0,924.0,309.0,618.0,833.0,99.0,0.0,55.0,2206.0
393876255,2016,SARL D EXPLOITATION LAVAUD PIQUETS,1243.0,24.0,106.0,598.0,324.0,322.0,603.0,93.0,0.0,166.0,2205.0
393876255,2017,SARL D EXPLOITATION LAVAUD PIQUETS,1180.0,0.0,86.0,469.0,307.0,273.0,610.0,79.0,1.0,75.0,2171.0
393876255,2018,SARL D EXPLOITATION LAVAUD PIQUETS,1190.0,0.0,69.0,436.0,338.0,258.0,570.0,73.0,0.0,63.0,2277.0
393893441,2015,L.M.G. SERVICE,41.0,0.0,1.0,14.0,14.0,0.0,25.0,1.0,1.0,14.0,330.0
393893441,2016,L.M.G. SERVICE,118.0,0.0,70.0,82.0,16.0,48.0,27.0,32.0,2.0,8.0,402.0
393894357,2014,LA TABLE DE LOUISE,178.0,0.0,19.0,169.0,10.0,18.0,5.0,39.0,1.0,-23.0,367.0
393895487,2015,CHRISTEL COIFFURE,144.0,0.0,19.0,69.0,13.0,9.0,0.0,39.0,0.0,3.0,317.0
393895487,2016,CHRISTEL COIFFURE,181.0,0.0,28.0,101.0,12.0,18.0,0.0,39.0,0.0,6.0,345.0
393895487,2017,CHRISTEL COIFFURE,177.0,0.0,18.0,91.0,17.0,8.0,0.0,48.0,0.0,6.0,351.0
393904172,2014,BODEGAS FELIX SOLIS FRANCE,1232.0,11.0,276.0,1217.0,146.0,1007.0,724.0,171.0,35.0,28.0,2355.0
393904172,2015,BODEGAS FELIX SOLIS FRANCE,1166.0,11.0,221.0,1085.0,173.0,863.0,662.0,197.0,22.0,66.0,2635.0
393915376,2014,MXG,73.0,0.0,1.0,101.0,1.0,33.0,1.0,19.0,0.0,-30.0,210.0
393915376,2015,MXG,53.0,0.0,0.0,104.0,2.0,30.0,1.0,20.0,0.0,-20.0,195.0
393932306,2014,SYNLAB BORDEAUX ATLANTIQUE,13007.0,0.0,647.0,10979.0,83.0,1012.0,892.0,871.0,19.0,1061.0,10730.0
393932306,2015,SYNLAB BORDEAUX ATLANTIQUE,24458.0,0.0,2092.0,14594.0,99.0,1176.0,1084.0,1056.0,617.0,1162.0,12221.0
393932306,2016,SYNLAB BORDEAUX ATLANTIQUE,25429.0,0.0,790.0,14954.0,117.0,1595.0,1679.0,1586.0,18.0,2099.0,17059.0
393932306,2017,SYNLAB BORDEAUX ATLANTIQUE,32995.0,0.0,343.0,22205.0,88.0,2215.0,1796.0,1928.0,21.0,2641.0,22161.0
393981287,2014,SARL STUDIO CUISINES BOSCH,312.0,150.0,59.0,57.0,46.0,19.0,2.0,11.0,25.0,0.0,486.0
393981287,2015,SARL STUDIO CUISINES BOSCH,380.0,150.0,70.0,117.0,101.0,83.0,24.0,10.0,23.0,7.0,499.0
393981287,2017,SARL STUDIO CUISINES BOSCH,482.0,150.0,168.0,212.0,102.0,115.0,8.0,17.0,78.0,25.0,609.0
393983929,2015,CHATEAU YON FIGEAC,13679.0,0.0,1.0,3812.0,2387.0,59.0,165.0,100.0,60.0,-127.0,763.0
393993795,2014,CABINET TOUTON ET ASSOCIES,332.0,114.0,33.0,124.0,0.0,23.0,132.0,62.0,1.0,29.0,439.0
393993795,2015,CABINET TOUTON ET ASSOCIES,372.0,146.0,39.0,134.0,0.0,29.0,129.0,68.0,1.0,31.0,461.0
393993795,2016,CABINET TOUTON ET ASSOCIES,394.0,130.0,92.0,140.0,0.0,25.0,124.0,71.0,1.0,18.0,463.0
393993795,2017,CABINET TOUTON ET ASSOCIES,386.0,100.0,99.0,129.0,0.0,27.0,137.0,70.0,1.0,37.0,467.0
394001903,2014,MEGAFFAIRES,2491.0,0.0,52.0,1510.0,1434.0,679.0,145.0,201.0,0.0,175.0,5245.0
394001903,2015,MEGAFFAIRES,2430.0,0.0,110.0,1469.0,1525.0,721.0,33.0,184.0,0.0,179.0,6039.0
394002794,2014,PUBLICITE VOINEAU,140.0,0.0,83.0,10.0,3.0,1.0,23.0,8.0,0.0,-19.0,107.0
394002794,2015,PUBLICITE VOINEAU,131.0,0.0,71.0,12.0,3.0,2.0,25.0,9.0,0.0,-11.0,107.0
394002794,2016,PUBLICITE VOINEAU,115.0,0.0,71.0,10.0,3.0,2.0,13.0,7.0,0.0,-13.0,102.0
394059489,2014,SAPIENS,18.0,0.0,5.0,12.0,0.0,8.0,9.0,4.0,0.0,-9.0,98.0
394064521,2014,SUD OUEST AIR COMPRIME,397.0,0.0,21.0,244.0,146.0,160.0,186.0,43.0,10.0,-1.0,712.0
394064521,2015,SUD OUEST AIR COMPRIME,662.0,0.0,51.0,400.0,153.0,255.0,382.0,91.0,4.0,109.0,1147.0
394064521,2016,SUD OUEST AIR COMPRIME,518.0,0.0,43.0,227.0,87.0,139.0,273.0,28.0,1.0,30.0,997.0
394068357,2016,DE CANCAVE,1824.0,0.0,16.0,2028.0,415.0,1420.0,886.0,104.0,93.0,-372.0,1097.0
394068357,2017,DE CANCAVE,1823.0,0.0,0.0,2183.0,544.0,1739.0,922.0,50.0,52.0,-156.0,1089.0
394093603,2014,SARL DST PLATRERIE,89.0,0.0,0.0,79.0,4.0,15.0,20.0,12.0,0.0,1.0,378.0
394093603,2015,SARL DST PLATRERIE,90.0,0.0,0.0,76.0,4.0,7.0,22.0,20.0,0.0,5.0,358.0
394095418,2014,COTE OUEST IMMOBILIER,187.0,0.0,51.0,117.0,3.0,16.0,53.0,26.0,0.0,-9.0,232.0
394095418,2015,COTE OUEST IMMOBILIER,193.0,0.0,43.0,117.0,3.0,12.0,77.0,27.0,0.0,5.0,247.0
394095418,2016,COTE OUEST IMMOBILIER,314.0,0.0,166.0,122.0,3.0,12.0,101.0,31.0,0.0,1.0,260.0
394108542,2014,ILLICO'M,492.0,0.0,41.0,187.0,198.0,64.0,146.0,109.0,9.0,-114.0,473.0
394124309,2014,BOS LOGISTIQUE,115.0,0.0,11.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0
394124309,2015,BOS LOGISTIQUE,699.0,0.0,342.0,404.0,0.0,252.0,118.0,150.0,2.0,110.0,1012.0
394124309,2016,BOS LOGISTIQUE,1323.0,284.0,683.0,163.0,0.0,73.0,117.0,90.0,0.0,-313.0,1415.0
394124309,2017,BOS LOGISTIQUE,1758.0,0.0,1426.0,316.0,0.0,118.0,125.0,197.0,0.0,283.0,1580.0
394124432,2014,MECA-SERVICE,239.0,11.0,83.0,96.0,60.0,62.0,74.0,33.0,1.0,25.0,580.0
394124432,2015,MECA-SERVICE,277.0,12.0,116.0,97.0,52.0,69.0,82.0,28.0,0.0,36.0,634.0
394124432,2016,MECA-SERVICE,293.0,0.0,116.0,108.0,53.0,69.0,92.0,37.0,0.0,36.0,762.0
394135727,2014,CMFT INDUSTRIE,3918.0,0.0,1500.0,2631.0,2.0,1410.0,1975.0,1096.0,39.0,442.0,6726.0
394135727,2015,CMFT INDUSTRIE,3958.0,0.0,752.0,2754.0,2.0,1579.0,2674.0,1090.0,81.0,409.0,7686.0
394135727,2016,CMFT INDUSTRIE,2773.0,0.0,759.0,1690.0,2.0,931.0,1517.0,686.0,72.0,276.0,6078.0
394135727,2017,CMFT INDUSTRIE,3882.0,0.0,991.0,2306.0,2.0,1301.0,2332.0,898.0,100.0,343.0,6631.0
394135727,2018,CMFT INDUSTRIE,3900.0,0.0,670.0,2587.0,8.0,1559.0,2113.0,913.0,90.0,406.0,7689.0
394160147,2014,GRADIGNAN SUD AUTOMOBILES,646.0,0.0,11.0,504.0,271.0,125.0,93.0,103.0,0.0,19.0,1657.0
394160147,2016,GRADIGNAN SUD AUTOMOBILES,709.0,0.0,6.0,563.0,293.0,113.0,80.0,103.0,0.0,3.0,1697.0
394176556,2014,LES MACONS DE L'INDUSTRIE,574.0,0.0,37.0,380.0,58.0,228.0,454.0,124.0,9.0,72.0,1862.0
394176556,2015,LES MACONS DE L'INDUSTRIE,800.0,50.0,131.0,498.0,74.0,258.0,514.0,201.0,13.0,159.0,3096.0
394176556,2016,LES MACONS DE L'INDUSTRIE,1257.0,100.0,160.0,695.0,0.0,348.0,970.0,279.0,13.0,260.0,4080.0
394176556,2017,LES MACONS DE L'INDUSTRIE,1377.0,100.0,145.0,1062.0,0.0,461.0,884.0,218.0,42.0,5.0,3043.0
394183537,2014,MAISON DU VIN DE SAINT EMILION,558.0,172.0,174.0,355.0,44.0,252.0,26.0,48.0,31.0,39.0,1077.0
394183537,2015,MAISON DU VIN DE SAINT EMILION,646.0,172.0,224.0,398.0,47.0,299.0,70.0,55.0,29.0,45.0,1144.0
394200786,2015,SOJUTEC,101.0,35.0,36.0,58.0,7.0,2.0,17.0,16.0,0.0,15.0,384.0
394200786,2016,SOJUTEC,118.0,45.0,45.0,70.0,6.0,5.0,13.0,8.0,0.0,10.0,434.0
394206338,2014,CF2P NOUVELLE-AQUITAINE,1005.0,0.0,373.0,293.0,0.0,273.0,396.0,10.0,10.0,43.0,1272.0
394218473,2014,DEFI DIFFUSION,1157.0,0.0,44.0,488.0,355.0,319.0,723.0,142.0,26.0,18.0,2939.0
394218473,2015,DEFI DIFFUSION,1290.0,0.0,110.0,605.0,385.0,447.0,814.0,136.0,21.0,20.0,3029.0
394218473,2016,DEFI DIFFUSION,1294.0,0.0,95.0,594.0,373.0,423.0,857.0,130.0,40.0,16.0,3012.0
394222103,2014,HOLDING VANNEYRE,261.0,47.0,4.0,231.0,0.0,2.0,1.0,4.0,1.0,-9.0,19.0
394222103,2015,HOLDING VANNEYRE,227.0,22.0,2.0,202.0,0.0,1.0,0.0,1.0,1.0,-3.0,23.0
394222103,2016,HOLDING VANNEYRE,222.0,22.0,2.0,200.0,0.0,3.0,0.0,0.0,1.0,-4.0,13.0
394222103,2017,HOLDING VANNEYRE,213.0,21.0,1.0,197.0,0.0,1.0,0.0,1.0,1.0,-5.0,14.0
394222103,2018,HOLDING VANNEYRE,207.0,21.0,3.0,192.0,0.0,1.0,1.0,1.0,1.0,-2.0,21.0
394255046,2014,PEPERIOT,3268.0,0.0,466.0,2470.0,0.0,824.0,1478.0,888.0,57.0,429.0,7254.0
394255046,2015,PEPERIOT,3717.0,0.0,341.0,2478.0,0.0,869.0,1625.0,862.0,109.0,999.0,8133.0
394255046,2016,PEPERIOT,3748.0,0.0,416.0,2721.0,0.0,996.0,2038.0,899.0,492.0,569.0,8451.0
394255046,2017,PEPERIOT,3982.0,0.0,691.0,2767.0,0.0,1201.0,1938.0,860.0,388.0,743.0,8462.0
394274955,2014,OUVRARD ET COMPAGNIE,1261.0,0.0,10.0,411.0,5.0,92.0,7.0,184.0,4.0,247.0,801.0
394321574,2014,SOCIETE DE CONSTRUCTION D AQUITAINE,1453.0,0.0,43.0,1315.0,16.0,156.0,1691.0,336.0,7.0,28.0,2138.0
394321574,2015,SOCIETE DE CONSTRUCTION D AQUITAINE,1473.0,0.0,101.0,1280.0,18.0,217.0,1659.0,317.0,0.0,34.0,1734.0
394321574,2016,SOCIETE DE CONSTRUCTION D AQUITAINE,1298.0,0.0,218.0,1039.0,10.0,176.0,1384.0,276.0,0.0,56.0,1872.0
394321574,2017,SOCIETE DE CONSTRUCTION D AQUITAINE,1557.0,0.0,307.0,1142.0,13.0,233.0,1586.0,306.0,27.0,67.0,1972.0
394321913,2015,HOTELLERIE RESTAURATION LOISIRS,54.0,0.0,12.0,21.0,0.0,2.0,1.0,8.0,0.0,32.0,10.0
394321913,2016,HOTELLERIE RESTAURATION LOISIRS,46.0,0.0,20.0,46.0,0.0,2.0,0.0,0.0,0.0,-1.0,10.0
394321913,2017,HOTELLERIE RESTAURATION LOISIRS,53.0,0.0,1.0,29.0,0.0,3.0,0.0,0.0,0.0,23.0,57.0
394338131,2014,SAINT MAGNE DISTRIBUTION,15608.0,0.0,563.0,7832.0,5653.0,3829.0,240.0,1737.0,74.0,1032.0,56899.0
394338131,2015,SAINT MAGNE DISTRIBUTION,16455.0,0.0,633.0,8003.0,5589.0,3489.0,187.0,1767.0,78.0,1437.0,55504.0
394338131,2016,SAINT MAGNE DISTRIBUTION,18412.0,0.0,517.0,9796.0,6202.0,4276.0,230.0,1614.0,73.0,838.0,54349.0
394338131,2017,SAINT MAGNE DISTRIBUTION,18402.0,500.0,969.0,9026.0,5867.0,4614.0,290.0,1684.0,76.0,1091.0,56568.0
394341739,2015,VIGNOBLES JAUBERT,3525.0,0.0,5.0,2772.0,1874.0,742.0,312.0,119.0,0.0,120.0,3448.0
394341739,2016,VIGNOBLES JAUBERT,3999.0,0.0,9.0,3032.0,1983.0,580.0,348.0,127.0,0.0,226.0,3632.0
394341739,2017,VIGNOBLES JAUBERT,5270.0,0.0,253.0,3808.0,2235.0,850.0,793.0,133.0,0.0,206.0,6192.0
394341739,2018,VIGNOBLES JAUBERT,6164.0,0.0,1.0,4781.0,2892.0,1353.0,1055.0,160.0,0.0,110.0,5518.0
394344527,2014,SARL LES THERMES DE CAUDERAN,3.0,0.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,52.0
394344527,2015,SARL LES THERMES DE CAUDERAN,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,51.0
394344527,2016,SARL LES THERMES DE CAUDERAN,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0
394344527,2017,SARL LES THERMES DE CAUDERAN,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0
394345987,2014,ATOLL,1495.0,147.0,167.0,103.0,0.0,5.0,29.0,30.0,68.0,68.0,104.0
394345987,2015,ATOLL,1549.0,148.0,223.0,126.0,0.0,6.0,28.0,41.0,79.0,32.0,170.0
394345987,2016,ATOLL,1590.0,89.0,280.0,181.0,0.0,6.0,72.0,60.0,115.0,45.0,261.0
394345987,2017,ATOLL,1426.0,89.0,202.0,53.0,0.0,5.0,6.0,38.0,10.0,-36.0,242.0
394355846,2014,SIRATECH,6248.0,0.0,56.0,4552.0,795.0,387.0,1780.0,474.0,280.0,-348.0,4421.0
394355846,2015,SIRATECH,9326.0,0.0,10.0,7592.0,1576.0,456.0,3298.0,665.0,550.0,-79.0,4739.0
394355846,2016,SIRATECH,12074.0,0.0,4.0,10287.0,2288.0,1113.0,5384.0,927.0,317.0,-66.0,6887.0
394355846,2017,SIRATECH,10422.0,0.0,94.0,8775.0,2235.0,1065.0,3842.0,683.0,404.0,-294.0,6268.0
394358402,2016,EUROWALE,4572.0,1174.0,1045.0,575.0,808.0,204.0,1035.0,243.0,5.0,307.0,4726.0
394358402,2017,EUROWALE,4809.0,1175.0,1260.0,517.0,757.0,212.0,1110.0,205.0,1.0,295.0,4595.0
394364731,2014,DOMAINES FABRE EN HAUT MEDOC,2110.0,0.0,120.0,1994.0,610.0,705.0,532.0,88.0,63.0,1.0,1788.0
394364731,2015,DOMAINES FABRE EN HAUT MEDOC,2599.0,0.0,6.0,2496.0,791.0,778.0,850.0,133.0,74.0,3.0,2978.0
394364731,2016,DOMAINES FABRE EN HAUT MEDOC,2124.0,0.0,15.0,2031.0,698.0,613.0,637.0,100.0,6.0,1.0,2369.0
394364731,2017,DOMAINES FABRE EN HAUT MEDOC,1782.0,0.0,16.0,1844.0,612.0,417.0,385.0,62.0,5.0,-156.0,2156.0
394376008,2014,SAVIGNY SURGELES FRAIS,766.0,0.0,157.0,618.0,164.0,397.0,379.0,119.0,5.0,33.0,3692.0
394376008,2015,SAVIGNY SURGELES FRAIS,653.0,0.0,195.0,483.0,196.0,353.0,196.0,76.0,1.0,35.0,3249.0
394376008,2016,SAVIGNY SURGELES FRAIS,643.0,0.0,103.0,460.0,240.0,330.0,236.0,57.0,31.0,33.0,3120.0
394376008,2017,SAVIGNY SURGELES FRAIS,762.0,0.0,270.0,581.0,246.0,481.0,184.0,62.0,10.0,17.0,3314.0
394376008,2018,SAVIGNY SURGELES FRAIS,569.0,0.0,101.0,395.0,208.0,309.0,193.0,55.0,0.0,10.0,3549.0
394381537,2014,SYSTEM BEE,202.0,130.0,16.0,51.0,2.0,2.0,3.0,18.0,1.0,1.0,89.0
394381537,2015,SYSTEM BEE,198.0,130.0,14.0,45.0,2.0,7.0,9.0,16.0,0.0,1.0,87.0
394381537,2016,SYSTEM BEE,198.0,80.0,67.0,44.0,3.0,1.0,13.0,18.0,2.0,1.0,70.0
394381537,2017,SYSTEM BEE,184.0,0.0,149.0,29.0,1.0,3.0,3.0,10.0,0.0,1.0,65.0
394443261,2017,SOULAC PLAGE,674.0,0.0,100.0,28.0,0.0,23.0,5.0,5.0,0.0,-2.0,419.0
394452270,2014,VINS ALCOOLS ET SPIRITUEUX DE FRANCE,4442.0,0.0,60.0,3558.0,0.0,421.0,262.0,44.0,3093.0,180.0,501.0
394452270,2015,VINS ALCOOLS ET SPIRITUEUX DE FRANCE,4327.0,0.0,40.0,3161.0,0.0,214.0,264.0,54.0,2893.0,-3770.0,644.0
394452270,2016,VINS ALCOOLS ET SPIRITUEUX DE FRANCE,4888.0,0.0,296.0,3430.0,0.0,487.0,390.0,0.0,2943.0,250.0,748.0
394452270,2017,VINS ALCOOLS ET SPIRITUEUX DE FRANCE,6145.0,0.0,176.0,4467.0,0.0,524.0,551.0,0.0,3943.0,274.0,857.0
394460075,2014,FRANCOIS GUIBERT ARCHITECTE,2448.0,60.0,212.0,418.0,655.0,59.0,1394.0,347.0,2.0,233.0,1769.0
394460075,2015,FRANCOIS GUIBERT ARCHITECTE,2666.0,0.0,379.0,491.0,450.0,27.0,1552.0,391.0,0.0,185.0,1493.0
394463350,2014,BRICOLIL,1097.0,0.0,58.0,470.0,665.0,288.0,42.0,53.0,46.0,51.0,2018.0
394463350,2015,BRICOLIL,1150.0,0.0,86.0,456.0,673.0,229.0,38.0,63.0,44.0,71.0,1982.0
394463731,2014,LA DETENTE,71.0,0.0,28.0,132.0,5.0,18.0,1.0,27.0,0.0,-74.0,381.0
394463731,2015,LA DETENTE,65.0,0.0,19.0,88.0,4.0,18.0,1.0,21.0,0.0,38.0,415.0
394463731,2016,LA DETENTE,93.0,0.0,51.0,102.0,5.0,16.0,2.0,34.0,0.0,13.0,412.0
394463731,2017,LA DETENTE,157.0,0.0,76.0,114.0,4.0,16.0,5.0,49.0,0.0,53.0,445.0
394475610,2014,JACQUES VIGIER MAUBUISSON,312.0,37.0,165.0,58.0,33.0,5.0,16.0,2.0,1.0,6.0,745.0
394475610,2015,JACQUES VIGIER MAUBUISSON,309.0,37.0,165.0,48.0,28.0,5.0,17.0,0.0,1.0,6.0,752.0
394475610,2016,JACQUES VIGIER MAUBUISSON,302.0,37.0,193.0,38.0,15.0,4.0,17.0,0.0,1.0,3.0,773.0
394475610,2017,JACQUES VIGIER MAUBUISSON,308.0,0.0,216.0,33.0,36.0,3.0,2.0,2.0,1.0,11.0,798.0
394492771,2014,SYS1,1335.0,0.0,221.0,388.0,13.0,95.0,955.0,290.0,0.0,82.0,4390.0
394492771,2015,SYS1,1630.0,0.0,263.0,693.0,65.0,278.0,1137.0,377.0,0.0,141.0,4424.0
394514459,2014,ERMA ELECTRONIQUE,16117.0,4501.0,188.0,7633.0,1222.0,1662.0,4236.0,2981.0,117.0,570.0,18954.0
394514459,2015,ERMA ELECTRONIQUE,15316.0,1195.0,958.0,7183.0,753.0,1183.0,4735.0,2861.0,45.0,428.0,19878.0
394514459,2016,ERMA ELECTRONIQUE,12727.0,60.0,907.0,8064.0,1092.0,916.0,3794.0,2367.0,749.0,-2145.0,15172.0
394514459,2017,ERMA ELECTRONIQUE,12103.0,60.0,475.0,9989.0,1091.0,1218.0,3826.0,3081.0,2526.0,-2580.0,10900.0
394526503,2014,CHAUDRONNERIE SERVICE SOCIETE D'EXPLOITATION,2918.0,0.0,1790.0,772.0,121.0,357.0,523.0,362.0,53.0,179.0,3758.0
394526503,2015,CHAUDRONNERIE SERVICE SOCIETE D'EXPLOITATION,3176.0,0.0,1727.0,829.0,137.0,421.0,812.0,355.0,53.0,137.0,3181.0
394526503,2016,CHAUDRONNERIE SERVICE SOCIETE D'EXPLOITATION,3302.0,0.0,1896.0,807.0,120.0,380.0,802.0,426.0,1.0,119.0,3681.0
394526503,2017,CHAUDRONNERIE SERVICE SOCIETE D'EXPLOITATION,3297.0,0.0,2061.0,699.0,145.0,351.0,696.0,345.0,3.0,175.0,3478.0
394552202,2014,BLEU-MARINE,418.0,107.0,182.0,56.0,92.0,22.0,0.0,24.0,0.0,2.0,546.0
394552202,2015,BLEU-MARINE,465.0,223.0,107.0,73.0,72.0,15.0,0.0,30.0,0.0,29.0,640.0
394552202,2016,BLEU-MARINE,728.0,324.0,220.0,82.0,115.0,29.0,0.0,26.0,0.0,42.0,839.0
394552202,2017,BLEU-MARINE,809.0,324.0,316.0,88.0,107.0,26.0,2.0,41.0,0.0,76.0,924.0
394559090,2014,ATLANTIC LITTORAL PEINTURES,2075.0,500.0,444.0,867.0,8.0,48.0,951.0,361.0,0.0,210.0,3402.0
394628036,2014,VAC'DOR,449.0,0.0,176.0,437.0,0.0,129.0,18.0,21.0,1.0,13.0,1195.0
394628036,2015,VAC'DOR,536.0,0.0,225.0,527.0,0.0,138.0,12.0,27.0,0.0,-4.0,1036.0
394628036,2016,VAC'DOR,638.0,0.0,285.0,613.0,0.0,105.0,30.0,26.0,0.0,16.0,1088.0
394628036,2017,VAC'DOR,597.0,0.0,298.0,536.0,0.0,223.0,20.0,30.0,0.0,37.0,1453.0
394631972,2014,CERALI,398.0,0.0,19.0,203.0,177.0,56.0,5.0,56.0,1.0,-54.0,1009.0
394644017,2014,VIGNOBLES L.V.D.H.,956.0,0.0,249.0,635.0,43.0,222.0,447.0,112.0,0.0,81.0,788.0
394644017,2015,VIGNOBLES L.V.D.H.,952.0,0.0,253.0,634.0,64.0,255.0,422.0,95.0,0.0,-3.0,626.0
394644017,2016,VIGNOBLES L.V.D.H.,893.0,0.0,236.0,545.0,19.0,229.0,484.0,75.0,4.0,30.0,709.0
394663405,2014,L ET C PARIS,417.0,0.0,84.0,141.0,2.0,43.0,0.0,42.0,0.0,35.0,614.0
394663405,2015,L ET C PARIS,406.0,0.0,57.0,92.0,1.0,42.0,0.0,26.0,0.0,37.0,594.0
394663405,2016,L ET C PARIS,427.0,0.0,95.0,84.0,1.0,33.0,0.0,28.0,0.0,30.0,619.0
394663405,2017,L ET C PARIS,419.0,0.0,73.0,81.0,9.0,44.0,0.0,16.0,0.0,-4.0,587.0
